product_id,category,sub_category,user,rating,comment
10,Máy Tính & Laptop,Gaming,t*****1,4,Keycap hơi mỏng manh. Nhưng giá tiền này chỉ mong có thế.
10,Máy Tính & Laptop,Gaming,tonprotp123,4,NULL
10,Máy Tính & Laptop,Gaming,thoandepzai,4,NULL
11,Máy Tính & Laptop,Gaming,nhannguyen1718,3,"Chất lượng sản phẩm: gIao hàng nhanh, chất lượng âm thanh tốt
Tính năng nổi bật: âm thanh Ok
Sản phẩm giống quảng cáo, chất lượng ok nhé, âm thanh nghe rõ, như kết nối thì không thuận tiện lắm, máy tính tắt màng hình chờ thì mở lên lại không kết nối được, bắt buộc phải mở lại loa và lâu lâu mở kết nối lại Bluetooth, đóng gói cẩn thận"
11,Máy Tính & Laptop,Gaming,hiexxsbs,3,NULL
11,Máy Tính & Laptop,Gaming,phungnguyen9202,2,Bán để A36 nhưng nhận lại là e3502. Không hài lòng về việc này
13,Máy Tính & Laptop,Gaming,maidungsp,3,Hàng đóng gói chắc chắn. Lót bàn phím rõ nét các lệch. Mua về chuẩn bị cho bé lớp 4 học tin học. Mẹ không phải lo các câu hỏi của con nữa 🤭
13,Máy Tính & Laptop,Gaming,phanthanhh971,3,Chất lượng sản phẩm: ổn thôi chứ không tốt như mình nghĩ
13,Máy Tính & Laptop,Gaming,cong05minh74,3,Sử dụng được
13,Máy Tính & Laptop,Gaming,tl.luxuly,3,", Chất lượng sản phẩm tạm được"
14,Máy Tính & Laptop,Gaming,vuduykhanh123678,2,trong hộp chỉ có chuột ko có giấy tờ gì hết. chuột bằng nhựa nên khá nhẹ cầm ko có cảm giác đầm tay. led chỉ cần chạm nhẹ đã thấy khác chập chờn. nói chung sản phẩm khá tệ
14,Máy Tính & Laptop,Gaming,anvnguynthnh,2,Đã ship chưa
14,Máy Tính & Laptop,Gaming,8_b553_w_h,2,NULL
15,Máy Tính & Laptop,Gaming,hphihung1,3,"mọi thứ đều ổn, chỉ trừ việc nó không lắp vừa màn hình samsung 24inch của mình :(, rất nhiều công sức mới có thể chế được để lắp vừa :("
15,Máy Tính & Laptop,Gaming,shift3luci,3,chất lượng sản phẩm như quang cáo nhưng giao hàng quá chậm nên cho 3 sao thôi
15,Máy Tính & Laptop,Gaming,dumble6dor3,3,cây hơi yếu cảm giác ko chắc chắn
15,Máy Tính & Laptop,Gaming,sonha9192,3,NULL
15,Máy Tính & Laptop,Gaming,tranthang0208,1,NULL
18,Máy Tính & Laptop,Gaming,sangtran28071993,4,"nút đẹp nhưng led lên chưa chuẩn lắm, đèn led lem qua vị trí khác"
18,Máy Tính & Laptop,Gaming,l*****3,4,màu vàng nhạt hơn mình nghĩ không phải vàng tươi. bộ màu ghi đẹp thì mình bị thiếu mất chữ Y nên trừ 1 sao
18,Máy Tính & Laptop,Gaming,yumybaby,4,Hàng ok - có đều gắn giã cơ ko đc - buồn gê
18,Máy Tính & Laptop,Gaming,duongminhtam8693,4,NULL
18,Máy Tính & Laptop,Gaming,againdt,4,", Chất lượng sản phẩm tốt, Đóng gói sản phẩm chắc chắn"
18,Máy Tính & Laptop,Gaming,dgsibs,3,"Giao lâu vl, nhắn tin shop không trả lời tin nhắn zzzzzzzzzzzzz"
18,Máy Tính & Laptop,Gaming,dungsmileo,3,Giao thiếu 2 phím
18,Máy Tính & Laptop,Gaming,teppiss,3,Vài nút gắn k vừa rk 100 rgb ???
20,Máy Tính & Laptop,Gaming,quynhnhu21894,1,"Lúc bán thì nhiệt tình gọi hỏi mã máy các kiểu để lấy cho đúng size. Tới lúc giao hàng thì to đùng ko vừa, nhắn tin shop để đổi thì ko trả lời, ko xử lí ."
20,Máy Tính & Laptop,Gaming,3ute5phx7z,1,Lừa đảo đó mọi người
22,Máy Tính & Laptop,Gaming,kayz9x,3,"Ngoài mặt túi thì trông ổn nhưng bên hông đường chỉ may không chắc chắn, bị bung ra. Quải luôn :)))"
22,Máy Tính & Laptop,Gaming,tranducanh_p,3,đc
22,Máy Tính & Laptop,Gaming,trananhkhoa090920,3,NULL
22,Máy Tính & Laptop,Gaming,nguyenvanthanhnhanfplhcm,3,NULL
22,Máy Tính & Laptop,Gaming,anphamthien,2,"Bỏ k vừa máy 17,3 inch. Túi nhỏ hơn so với máy."
22,Máy Tính & Laptop,Gaming,p*****9,1,"Quá to , đặt 15.6 nhưng thấy dư khoảng trống quá nhiều , có khi shop giao 17 inch
Chất liệu không giống như hình 
Để được laptop nhưng ko khít , cứ bị xộc xệch vì nhiều khoảng trống và vì quá to nên để balo ko vừa 
Rất thất vọng"
22,Máy Tính & Laptop,Gaming,lequang0511,1,", Chất lượng sản phẩm rất kém, Rất không đáng tiền, Thời gian giao hàng rất chậm"
23,Máy Tính & Laptop,Gaming,e*****0,2,"Miếng lót ok, bẩn một góc nhỏ nhưng không vấn đề, dù sao cũng để lót chuột. Đơn hàng của mình bị ngâm lâu quá trời. EDIT miếng lót rất hôi mùi nhựa, để lót chuột mùi xông lên rất khó chịu."
23,Máy Tính & Laptop,Gaming,xu_bin9900,2,Không tốt. Alskjrurbrhjdndndskdjndosksnejbdbdbskakllamssmndnxxnxnnxnxjdnndndjdjđjdjjdiêoieuruhwoqpapamxnbvxjxiri
23,Máy Tính & Laptop,Gaming,lamlhn0123,2,NULL
23,Máy Tính & Laptop,Gaming,sonduong744,2,NULL
23,Máy Tính & Laptop,Gaming,tung11101992,1,", Chất lượng sản phẩm rất kém"
24,Máy Tính & Laptop,Gaming,tramnguen14,2,Chất lượng tạm ổn có lên đèn mà ngày hôm sau ht lên luôn chạm hopng ăn lắm
24,Máy Tính & Laptop,Gaming,Người dùng Shopee,2,Sài ko được
24,Máy Tính & Laptop,Gaming,Người dùng Shopee,2,", Chất lượng sản phẩm kém, Đóng gói sản phẩm kém"
25,Máy Tính & Laptop,Gaming,quyetbep,4,"Chất lượng sản phẩm: khá ok
Loa khá ổn trong tầm giá .nghe liên tục 3 tiếng.giao hàng hơi lâu.nếu giảm bớt đèn led thì khá hơn.led khá tốn pin gói hàng đẹp"
25,Máy Tính & Laptop,Gaming,huongluongloan,4,NULL
25,Máy Tính & Laptop,Gaming,0qytxhbtve,1,ko ra chi🙄🙄🙄🥲🥲🥲🥲🥲🥲🥲
26,Máy Tính & Laptop,Gaming,t5owehq8o2,3,"Tại nghe chuẩn, hình thức đẹp gọn"
26,Máy Tính & Laptop,Gaming,leninh1991988,3,Chất lượng sản phẩm: đang trãi nghiệm
26,Máy Tính & Laptop,Gaming,fstqu1rcht,3,NULL
26,Máy Tính & Laptop,Gaming,xvboc5j14v,2,NULL
26,Máy Tính & Laptop,Gaming,slajqsh6rf,1,"Tai nghe sài chưa tới 1 ngày đã bị lỗi tai trái rồi, tai trái thì sạc không vô , không hoạt động được. Mới mua lần đầu mà thấy nản rồi"
26,Máy Tính & Laptop,Gaming,1zoczhh8le,1,"Chất lượng sản phẩm: tai nghe không đạt chất lượng
Tai nghe không đạt chất lượng"
26,Máy Tính & Laptop,Gaming,hkmylove90,1,Dùng mấy bữa chập chờn. Tiền nào của nấy
26,Máy Tính & Laptop,Gaming,nguyenminhquan1999,1,Nghe đc hơn 2h là hết pin
26,Máy Tính & Laptop,Gaming,quangnejjj,1,Đặt thêm dc k đc éo báo
29,Máy Tính & Laptop,Gaming,thanhchucnd,2,"hàng có vẻ không được chăc chắn lắm, hơi thất vọng về chất lượng sản phẩm."
29,Máy Tính & Laptop,Gaming,luudung2733,2,NULL
29,Máy Tính & Laptop,Gaming,h*****8,1,Giao hàng quá chậm.  Không biết đâu được  đâu em có thể có một cái gì mà có gì đặc biệt là những
29,Máy Tính & Laptop,Gaming,hyen.phong,1,"Tai nghe fake không phải zin chính hãng, có rất nhiều chi tiết nhựa thừa , phần nhựa bao quanh chân typec hở cả 1 khúc ."
29,Máy Tính & Laptop,Gaming,longnguyen17288,1,"shop không giải thích rõ ràng cho khách hàng, đã hỏi bao nhiêu lần mà vẫn nói dùng được, giờ mua về thì không dùng được thì nói hướng dẫn này nọ,mình chấp nhận muốn đổi cái khác bù thêm tiền mà vẫn không chấp nhận, quá tệ"
29,Máy Tính & Laptop,Gaming,asn_window,1,Shop biết khắc phục lỗi. Chăm sóc khách hàng tốt.
29,Máy Tính & Laptop,Gaming,5mv7lwh47a,1,Tai nghe hơi rè ko như những gì shop quảng cáo
29,Máy Tính & Laptop,Gaming,l*****7,1,Gắn vào HTC U11 không dùng đc.
30,Máy Tính & Laptop,Gaming,sachu123,3,NULL
30,Máy Tính & Laptop,Gaming,iiplagnpl5,3,NULL
30,Máy Tính & Laptop,Gaming,lzi8_5nzf5,3,NULL
30,Máy Tính & Laptop,Gaming,tinhoc2410,3,", Chất lượng sản phẩm tạm được"
30,Máy Tính & Laptop,Gaming,dragonaix.gh,3,", Đóng gói sản phẩm tạm được"
30,Máy Tính & Laptop,Gaming,vac50yblwc,3,NULL
30,Máy Tính & Laptop,Gaming,n*****s,2,Shop giao nhầm side
30,Máy Tính & Laptop,Gaming,middlenights,2,Mùi khá hôi :(((
30,Máy Tính & Laptop,Gaming,d*****c,1,Sau vài ngày nó bị mờ. Không nên mua. Shop nên chú ý hơn. Đjheusbeudh
30,Máy Tính & Laptop,Gaming,4lzzz5g6kw,1,NULL
33,Máy Tính & Laptop,Gaming,x*****a,4,Cũng được di chuột nhạy  so với giá thì hơi đắt. Cho 4 sao để cải thiện hơn.
33,Máy Tính & Laptop,Gaming,lapluong22,4,Sản phẩm của shop nhìn ok gói hàng đảm bảo ok 👍👍👍👍👍 goodluck shop
33,Máy Tính & Laptop,Gaming,lb48v1b5up,4,Nhìn có vẻ ổn. Đợi dùng xem chất lượng có bền k 😁
33,Máy Tính & Laptop,Gaming,dangkhuyen94,4,NULL
33,Máy Tính & Laptop,Gaming,9su92anx43,4,NULL
33,Máy Tính & Laptop,Gaming,nguyenuy03042010,3,NULL
34,Máy Tính & Laptop,Gaming,quynhd810,3,"Chất lượng sản phẩm: tạm
Tính năng nổi bật: Bấm
Mới dùng thấy bình thường, nút bấm kêu to. Tạm. Kh biết có bền kh"
35,Máy Tính & Laptop,Gaming,phannhu2000,4,"Mình mua màu đỏ sao giao màu trắng,sản phẩm ok, giao hàng nhanh, nghe cũng ok lắm."
35,Máy Tính & Laptop,Gaming,phitruongaptx,4,Đúng sản phẩm đặt . Nghe hơi rè. Phải xài tiếp mới biết thế nào sau này
35,Máy Tính & Laptop,Gaming,phucbuiqwe,3,"Đặt trắng đen ma giao đen thui, vs lại kêu bluetooh ma giao co giây"
35,Máy Tính & Laptop,Gaming,5e_nkzk9r2,1,NULL
35,Máy Tính & Laptop,Gaming,khaphibach,1,NULL
36,Máy Tính & Laptop,Gaming,n*****6,3,"Miếng lót chuột khiến mình khá thất vọng, màu ko được đẹp, nhìn như đồ tự may nói chung với giá này thì cx oce"
36,Máy Tính & Laptop,Gaming,thanhtam25ab,3,Giống hình nhưng màu nhạt hơn trong hình nhiều
36,Máy Tính & Laptop,Gaming,d*****u,1,"Chất lượng sản phẩm ổn, món nào mình cũng ưng chỉ có cái túi sưởi mùi hơi nồng nên khá gây cảm giác khó chịu, với giá cả như vậy thì mình thấy ổn,mỗi tội vẩn chuyển lâu."
36,Máy Tính & Laptop,Gaming,shopchuyenodtaobao,1,Huhu gãy mất cái giá đỡ đt òi😭
37,Máy Tính & Laptop,Gaming,phtphm105,2,"sản phẩm bị hư con xoay
nhưng tôi đã được hoàn tiền
giao hàng nhanh và dịch vụ thì tốt
chỉ riêng chất lượng sản phẩm là kém thôi"
37,Máy Tính & Laptop,Gaming,nguyenvanbinh0385874620,2,Đẹp nhưng nhẹ làm bằng nhựa dễ bể
37,Máy Tính & Laptop,Gaming,hoangquan11154,2,Chuột khác với con chuột bình thường
37,Máy Tính & Laptop,Gaming,nhdjdjsbhsjd,2,NULL
39,Máy Tính & Laptop,Gaming,p*****9,4,NULL
39,Máy Tính & Laptop,Gaming,61cxphmvnvit,4,NULL
39,Máy Tính & Laptop,Gaming,cokhianphong,2,Sản phẩm quá tệ. Phím tắt mờ và rất khó nhìn
41,Máy Tính & Laptop,Gaming,t*****c,4,Màn chưa sử dụng nhiều chưa biết thế nào. Bước đầu tạm ổn. Hoả tốc nên giao nhanh
41,Máy Tính & Laptop,Gaming,hanurnki,4,NULL
41,Máy Tính & Laptop,Gaming,tuanluu442,3,"Màn ổn, thời gian giao hàng nhanh. Nói chung về sản phẩm hiện tại khá hài lòng. Cho 3 sao tại hỏi shop màn có kèm theo cáp kết nối chưa; shop nói chưa làm mình phải mất thêm 150k mua cọng cáp. Về mở ra thì thấy màn đã có dây hdmi kèm theo... Bán hàng mà không biết hàng có gì.. Thua."
41,Máy Tính & Laptop,Gaming,zuhuzg1368,3,Đặt hoả tốc mà time giao hàng quá tệ. 3 ngày mới nhận đc.
42,Máy Tính & Laptop,Gaming,tuankhanhduy90,4,"Chất lượng sản phẩm: Đóng gói cẩn thận, chưa nghe thử nên chưa biết chất lượng như thế nào."
42,Máy Tính & Laptop,Gaming,pergasusbh,4,So với tai theo máy Samsung S8 plus thì chỉ dc khoảng 6/10 về chất lượng âm thanh.  Dây thì cứng hơn . Nhưng tầm giá 110k thì vậy là ok rồi. Đánh giá 4 sao
42,Máy Tính & Laptop,Gaming,dokhoi,3,"3 sao là vừa âm thanh thua những tai nghe cùng tầm giá,ship hàng nhanh,Âm thanh tress rất cao còn bass không đc lắm,tainghe hơi bị lệch sang trái,shop phục vụ khá tốt,ae mua về hát hò nch thì đc chứ nghe nhạc không đc đâu Micro rất ấm và hay ôg nào test thì ghi âm xog tháo tai nghe nghe,đeo khó chịu"
42,Máy Tính & Laptop,Gaming,4glfqxfc42,3,"Tai nghe chơi game nghe ko chuẩn lắm, độ bền thì chưa biết như nào"
42,Máy Tính & Laptop,Gaming,d*****7,3,K đúng mô tả
42,Máy Tính & Laptop,Gaming,nggiathon,1,Đặt tai nghe thì 1 tuần mới giao. Tai nghe nghe ko thấy bass. Chán. Mượn tạm tai nghe thằng bạn nghe thôi.
43,Máy Tính & Laptop,Gaming,losviet,2,"Chất lượng sản phẩm: tệ
Tính năng nổi bật: lau chùi
Hứikdndclclsnsmlfoforeuwpmzbxiwwlsbgswsmh"
43,Máy Tính & Laptop,Gaming,tuongvy0666,1,NULL
44,Máy Tính & Laptop,Gaming,05p4qyfg5b,3,Màn đẹp nên mua với tầm giá có lỗi gid nói shop thì vẫn sẽ có bảo hành và đổi trả nên ae cứ tin tưởng mà mua nha
44,Máy Tính & Laptop,Gaming,le_minh_cong18,3,"Màn hình hở sáng nhiều, chạy test 20 phút màn rất nóng, khuyên ae nên tìm loại màn khác để dùng"
44,Máy Tính & Laptop,Gaming,luuthelam_hy,3,Shop phục vụ kém
44,Máy Tính & Laptop,Gaming,linhh04,3,đặt màu trắng nhưng sao lại giao nhầm đen?
44,Máy Tính & Laptop,Gaming,60wuq36c62,3,", Chất lượng sản phẩm tạm được"
44,Máy Tính & Laptop,Gaming,s*****l,2,"trước đây cũng xài màn này, thấy tốt đỡ đau mắt mua thêm 1 cái màn hình phụ đề làm việc lập trình. Mua về thì ối giời ơi . Như kiểu hàng loại 1 với hàng lô. Màn thì chỉnh cùng thông số nhưng bị ám đỏ và chữ bị loè. Nhìn một hồi mù mắt.  Hỏi hỗ trợ cả ngày chưa thấy trả lời. Coi như mất tiền v 😂"
44,Máy Tính & Laptop,Gaming,haictk33,1,Màn hở sáng bên dưới rất nhiều.
44,Máy Tính & Laptop,Gaming,truyenki1999a2,1,Đừng mua! Giao sai màu và màn hình bị điểm chết. Ko chịu trách nhiệm mà đỗ lỗi cho NXS là c.nghệ chưa tới nên k bảo hành. Bắt mình phải chịu & cho 100k card để lấy lòng. Ko muốn dài dòng nên cho 2*. Sau đó gọi điện và nhắn tin làm phiền yêu cầu đánh giá lại và dọa là nếu ko đánh giá sẽ ko hỗ trợ nữa
44,Máy Tính & Laptop,Gaming,lehongchanh,1,"Nếu các bạn muốn chết hay giật tê người thì nên mua nhé. Gửi bảo hành thì tốn cả đống tiền ship của khách tự chịu xong vẫn bị lỗi mà gửi về, tóm lại là ko bảo hành :)). Còn bảo thay dây nguồn khác, thế dây trong hộp gửi cho khách để làm gì?. Đã rò điện còn làm khung kim loại mới sợ ~~. Phí tiền."
44,Máy Tính & Laptop,Gaming,mapviitnh,1,"Làm ăn thế này đây, màn lỗi nt không thèm rep lơ đi luôn"
44,Máy Tính & Laptop,Gaming,g*****a,1,Mới 1 tháng sử dụng đã bị chấm đen này 😶
45,Máy Tính & Laptop,Gaming,hau_nguyen_hoang_qt,1,"Chất lượng sản phẩm: sản phẩm không đúng mô tả
Mua tai nghe airpodr 3
Thì giao airpodr pro
Giao hàng thì móp méo"
46,Máy Tính & Laptop,Gaming,nguyenthao20006,4,NULL
46,Máy Tính & Laptop,Gaming,l*****g,4,", Chất lượng sản phẩm tốt, Đóng gói sản phẩm chắc chắn, Thời gian giao hàng nhanh"
46,Máy Tính & Laptop,Gaming,nguyenleduy2411,4,NULL
46,Máy Tính & Laptop,Gaming,h*****a,3,"Chất lượng sản phẩm: giả da
Nếp gấp làm thao tác  di chuột bị vấp ,không mượt mà nổi shop nên xem lại cách đóng gói"
46,Máy Tính & Laptop,Gaming,quynh10092001,3,NULL
46,Máy Tính & Laptop,Gaming,minhnguyenx2,2,"Vải tệ, khó di chuột"
46,Máy Tính & Laptop,Gaming,tuanmydinh1089,1,Chất lượng sản phẩm: CÓ giao đâu mà đòi đánh giá đặt 2 giao 1. Nhắn tin ko trả lời
46,Máy Tính & Laptop,Gaming,b*****8,1,"gói hàng quá sơ sài, sản phẩm giao về bị nếp gấp to đùng ở giữa"
46,Máy Tính & Laptop,Gaming,nhungg_0208,1,NULL
48,Máy Tính & Laptop,Gaming,tuadenz975,3,"chất luợng tạm ổn thôi, shiip hàng lâu"
48,Máy Tính & Laptop,Gaming,faker1652005,3,Khá ổn
48,Máy Tính & Laptop,Gaming,f*****k,2,"Tai nghe nhìn bề ngoài ok, nhưng mic rất sôi không dùng được. Chỉ dùng nghe khi chơi game"
48,Máy Tính & Laptop,Gaming,c.huynhnhu,2,Không biết chính hãng thật không nhưng nghe dỡ hơn akg s10 fake nhiều luôn mặc dù cái kia chỉ 65k =))
48,Máy Tính & Laptop,Gaming,Người dùng Shopee,1,"Tai nghe xài lúc được lúc không, yêu cầu trả hàng thì bị hủy :)) điên vl"
48,Máy Tính & Laptop,Gaming,meotong,1,NULL
48,Máy Tính & Laptop,Gaming,sidus.localbrand,1,NULL
49,Máy Tính & Laptop,Gaming,maiphuong08051995,4,"Hàng nhận như hình đăng. Đẹp, chất lượng tốt. Nhưng vì lót chuột hình đoremon bị bẩn nên trừ 1 sao nha"
52,Máy Tính & Laptop,Gaming,d*****4,2,"Chán vô cùng các bác ơi, nó là tấm nhựa mặt nhám. Giao về còn bị méo mó như thế này nữa ạ. Kp bằng vải đâu ạ. Di chuột chán lắm luôn, thôi thì để cốc nước chắc được. Quá tệ"
52,Máy Tính & Laptop,Gaming,k*****2,2,"Hàng xấu , giao về bị méo hết luôn , nhăn nheo , quá tệ màu cũng k đc dậm nó nhạt nhạt xấu xấu kiểu gì í"
52,Máy Tính & Laptop,Gaming,d*****7,1,NULL
52,Máy Tính & Laptop,Gaming,l*****1,1,NULL
55,Máy Tính & Laptop,Gaming,o97yf12l98,4,NULL
55,Máy Tính & Laptop,Gaming,celtic,2,NULL
56,Máy Tính & Laptop,Gaming,phonyball,3,Hàng giao hơi lâu
56,Máy Tính & Laptop,Gaming,manhquan220695,3,NULL
56,Máy Tính & Laptop,Gaming,pamvandai,3,NULL
58,Máy Tính & Laptop,Gaming,bacngoduc,2,"Chất lượng sản phẩm: chất lượng hiển thị trung bình, tiền nào của đó"
58,Máy Tính & Laptop,Gaming,infeno1998,2,Tiền nào của nấy. Nếu để chơi game thì trông không đẹp.
58,Máy Tính & Laptop,Gaming,h*****2,2,màn chết sau 2 tuần sử dụng ạ :((
58,Máy Tính & Laptop,Gaming,o08eat9021,2,NULL
58,Máy Tính & Laptop,Gaming,z*****1,1,Màn hình mới thì phải. Nhưng sọc ngang lỗi của công ty này làm ok dài cả màn hình. Ai chịu được thì mới nên mua thôi. Rẻ thì cũng được nhưng mà mua cũ còn đẹp thì tốt hơn . thôi 1 sao tại chưa có đánh giá 1 sao
58,Máy Tính & Laptop,Gaming,duychinh12345678,1,"Đóng gói cẩn thận ‘ nhắn tin shop có trả lời sp nhìn thì mới chưa sử dụng nên chất lượng chưa đánh giá được 
Nhận 4/1 nay mới 13/1 mà màn đã hỏng 😣 
Chờ shop trả lời tin nhắn"
58,Máy Tính & Laptop,Gaming,zw8vcz1mpn,1,Tính năng nổi bật: Mong anh em lưu ý trước khi mua hàng tránh tình trạng như tôi bị lừa
58,Máy Tính & Laptop,Gaming,letheanh.net,1,Đúng là hang rẻ tiền
59,Máy Tính & Laptop,Gaming,q*****.,4,"Giao hàng hơi chậm, sản phẩm màu đẹp dễ thương, nên mua để dùng"
59,Máy Tính & Laptop,Gaming,lothila123y,4,NULL
59,Máy Tính & Laptop,Gaming,thocute000,3,mua sale giá rẻ nhưng mà tai nghe bị xước với may ko chắc chắn ạ. nghe tạm ổn có điều hơi nhỏ với đầu mình á. :(( nói chung cũng tạm thui ạ huhu
59,Máy Tính & Laptop,Gaming,m*****3,2,", Chất lượng sản phẩm kém"
60,Máy Tính & Laptop,Gaming,saucute0407,4,"Chất lượng sản phẩm: ok
Lót chuột khá là xinh,  chắc chắn, mặt sau silicon dính rất chắc xuống bàn, ko bị xô lệch, điểm trừ là giao hàng hơi chậm, chất lượng nói chung là rất ok so với giá tiền"
62,Máy Tính & Laptop,Gaming,chucongi,3,Mức giá vầy thì ko đòi hỏi j thêm đk
62,Máy Tính & Laptop,Gaming,vhaicntt,3,", Chất lượng sản phẩm tạm được"
62,Máy Tính & Laptop,Gaming,nmq78gmgmail,3,NULL
62,Máy Tính & Laptop,Gaming,thuyduy196,3,NULL
62,Máy Tính & Laptop,Gaming,datgooner429,3,NULL
62,Máy Tính & Laptop,Gaming,v*****e,1,NULL
62,Máy Tính & Laptop,Gaming,rw2fyoblbj,1,NULL
62,Máy Tính & Laptop,Gaming,phatchgjfbjhc,1,NULL
63,Máy Tính & Laptop,Gaming,mtpaint,4,NULL
63,Máy Tính & Laptop,Gaming,bao140296,4,NULL
64,Máy Tính & Laptop,Gaming,l*****1,3,"Chất lượng sản phẩm: kém
Sản phẩm bị lỗi xíu và có mùi nồng nặc lắm, tiền nào của mấy mà"
64,Máy Tính & Laptop,Gaming,lamquochai,3,Thấy cái này ổn hơn còn cái miếng lót chuột có đệm đỡ tay cảm giác không quen và không mượt bằng loại này ! Ý kiến riêng 
64,Máy Tính & Laptop,Gaming,aothun.kiendai,3,Mùi nhựa
64,Máy Tính & Laptop,Gaming,mkmika,3,NULL
64,Máy Tính & Laptop,Gaming,thienhoang0881,3,NULL
64,Máy Tính & Laptop,Gaming,h*****1,2,"Chất lượng sản phẩm: Không ổn
Miếng đệm tay xẹp lép, chẳng đệm được gì cho cổ tay, viền miếng lót cắt nham nhở. Với giá 9k thì không mong đợi nhiều nhưng sản phẩm khác mô tả nên mọi người cân nhắc"
64,Máy Tính & Laptop,Gaming,c*****i,2,"Miếng lót nhỏ, mùi rất hôi với nồng phải ngâm giặc chỉ bớt đi xíu"
64,Máy Tính & Laptop,Gaming,hongnghioo,1,hàng quá tệ. miếng lót  chuột đệm lót mà cứng ngắt.   bằng tiền m mua chổ khác hàng xịn xò. mua ở đây về khui ra vứt rác luôn
64,Máy Tính & Laptop,Gaming,phuong1206._,1,NULL
